requested_pool_size,actual_pool_size,distractor_density,duplicate_rate,seed,policy,k,threshold,recall_at_k,precision_at_k,mrr,no_match_accuracy,context_records,replay_context_success
1000,1000,high,0.0,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,high,0.0,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,high,0.0,0,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.0,1,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.0,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,high,0.0,0,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,high,0.0,1,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,high,0.0,2,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.3,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,1000,high,0.3,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,1000,high,0.3,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.3,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,high,0.3,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,high,0.3,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,713,high,0.3,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,728,high,0.3,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,722,high,0.3,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,high,0.3,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,500,high,0.3,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,500,high,0.3,2,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
